rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
S-ADENMETSYN-RXN	methionine adenosyltransferase	2.5.1.6/2.4.2.13	NA									|ETHYL-PWY|	no_blast	NA	rxn00126 rxn03264 rxn28979 	NA	0	NA
4.4.1.14-RXN	1-aminocyclopropane-1-carboxylate synthase	4.4.1.14		UniRef50_G7Z3L7	36.973	4.30e-72	243	99	scaffold00003	147055	145910	|ETHYL-PWY|	good_blast	NA	rxn00128 	NA	0	1
ETHYL-RXN	1-aminocyclopropane-1-carboxylate oxidase	1.14.17.4	NA									|ETHYL-PWY|	no_seq_data	NA	rxn04992 rxn19682 	NA	0	NA
ALCOHOL-DEHYDROG-RXN	alcohol dehydrogenase	1.1.1.1	NA	UniRef90_A0A0S1X9S7	33.251	3.56e-59	204	100	scaffold00024	26305	25106	|ETOH-ACETYLCOA-ANA-PWY|	bad_blast	NA	rxn00543 rxn00763 rxn01530 rxn01710 rxn01902 rxn02996 rxn03282 rxn03333 rxn03548 rxn03549 rxn03955 rxn04726 rxn04736 rxn04908 rxn05871 rxn05872 rxn06889 rxn07236 rxn07237 rxn10770 rxn11809 rxn11834 rxn11838 rxn12191 rxn14054 rxn14089 rxn19086 rxn21117 rxn21217 rxn22912 rxn23384 rxn24075 rxn24079 rxn24352 rxn24383 rxn24405 rxn27699 rxn28139 rxn28352 rxn28353 rxn28356 rxn28357 rxn31731 rxn38315 rxn38417 rxn38667 	NA	1	NA
ACETALD-DEHYDROG-RXN	acetaldehyde dehydrogenase	1.2.1.10		UniRef50_A0A832Z215	45.296	0.0	763	99	scaffold00020	25610	23040	|ETOH-ACETYLCOA-ANA-PWY|	good_blast	NA	rxn00171 rxn00869 	NA	0	1
OHACYL-COA-DEHYDROG-RXN	3S-hydroxyacyl-CoA dehydrogenase	1.1.1.35	NA									|FAO-PWY|	no_blast	NA	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
OHACYL-COA-DEHYDROG-RXN	3S-hydroxyacyl-CoA dehydrogenase	1.1.1.35		UniRef50_A0A3R7CE81	37.107	6.13e-63	213	97	scaffold00002	26389	27306	|FAO-PWY|	good_blast	NA	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit undefined	0	1
KETOACYLCOATHIOL-RXN	3-ketoacyl-CoA thiolase	2.3.1.16		UniRef50_A0A1V4WDI8	45.708	8.34e-114	364	99	scaffold00035	1655	468	|FAO-PWY|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
KETOACYLCOATHIOL-RXN	3-ketoacyl-CoA thiolase	2.3.1.16		UniRef50_A0A7V2U0V6	57.095	1.53e-97	311	98	scaffold00035	1364	480	|FAO-PWY|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
KETOACYLCOATHIOL-RXN	3-ketoacyl-CoA thiolase	2.3.1.16		UniRef50_A0A7K4FK27	44.389	1.10e-89	293	98	scaffold00035	1652	468	|FAO-PWY|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
KETOACYLCOATHIOL-RXN	3-ketoacyl-CoA thiolase	2.3.1.16		UniRef50_A0A2C8ETJ2	42.714	2.67e-88	289	99	scaffold00035	1652	471	|FAO-PWY|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
KETOACYLCOATHIOL-RXN	3-ketoacyl-CoA thiolase	2.3.1.16		UniRef50_A0A5P9P9Y3	37.940	2.05e-70	238	91	scaffold00035	1646	540	|FAO-PWY|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
KETOACYLCOATHIOL-RXN	3-ketoacyl-CoA thiolase	2.3.1.16		UniRef50_A0A445MTX5	45.992	3.86e-62	207	95	scaffold00035	1181	486	|FAO-PWY|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
OHBUTYRYL-COA-EPIM-RXN	3-hydroxybutyryl-CoA epimerase	5.1.2.3	NA									|FAO-PWY|	no_blast	NA	rxn02345 rxn06778 rxn20483 rxn35680 	Subunit 1	0	NA
OHBUTYRYL-COA-EPIM-RXN	3-hydroxybutyryl-CoA epimerase	5.1.2.3	NA									|FAO-PWY|	no_blast	NA	rxn02345 rxn06778 rxn20483 rxn35680 	Subunit undefined	0	NA
ACYLCOASYN-RXN	2,3,4-saturated fatty acyl-CoA synthetase		NA									|FAO-PWY|	no_seq_data	NA	 	NA	0	NA
ACYLCOADEHYDROG-RXN	acyl-CoA dehydrogenase		NA									|FAO-PWY|	no_blast	NA	 	Subunit 1	0	NA
ACYLCOADEHYDROG-RXN	acyl-CoA dehydrogenase		NA									|FAO-PWY|	no_blast	NA	 	Subunit 2	0	NA
ACYLCOADEHYDROG-RXN	acyl-CoA dehydrogenase		NA									|FAO-PWY|	no_blast	NA	 	Subunit CarC	0	NA
ACYLCOADEHYDROG-RXN	acyl-CoA dehydrogenase		NA									|FAO-PWY|	no_blast	NA	 	Subunit ScpB	0	NA
ACYLCOADEHYDROG-RXN	acyl-CoA dehydrogenase		NA									|FAO-PWY|	no_blast	NA	 	Subunit undefined	0	NA
ENOYL-COA-DELTA-ISOM-RXN	dodecenoyl-CoA D-isomerase	5.3.3.8	NA									|FAO-PWY|	no_blast	NA	rxn02869 rxn03254 rxn08706 rxn09038 rxn09288 rxn19654 rxn22965 rxn24471 	Subunit 1	0	NA
ENOYL-COA-DELTA-ISOM-RXN	dodecenoyl-CoA D-isomerase	5.3.3.8	NA									|FAO-PWY|	no_blast	NA	rxn02869 rxn03254 rxn08706 rxn09038 rxn09288 rxn19654 rxn22965 rxn24471 	Subunit undefined	0	NA
ENOYL-COA-HYDRAT-RXN	enoyl-CoA hydratase	4.2.1.17	NA									|FAO-PWY|	no_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	NA
ENOYL-COA-HYDRAT-RXN	enoyl-CoA hydratase	4.2.1.17	NA									|FAO-PWY|	no_blast	NA	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit undefined	0	NA
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	(R)3-hydroxyacyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-delta2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61	NA	UniRef50_A0KZ12	48.227	7.71e-36	128	92	scaffold00003	172840	172430	|FASYN-ELONG-PWY|	bad_blast	NA	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	NA
ENOYL-ACP-REDUCT-NADPH-RXN	2,3,4-saturated fatty acyl-[acp] dehydrogenase	1.3.1.10/1.3.1.104/1.3.1.39	NA	UniRef50_A0A1Q9NBP8	31.707	6.13e-33	124	95	scaffold00003	175060	174332	|FASYN-ELONG-PWY|	bad_blast	NA	rxn05352 rxn05355 rxn05357 rxn05995 rxn08393 rxn25638 rxn25643 rxn25646 	NA	0	NA
ENOYL-ACP-REDUCT-NADH-RXN	2,3,4-saturated-fatty-acid-[acp] reductase	1.3.1.9	NA	UniRef50_Q9ZFE4	23.108	4.08e-09	54.3	93	scaffold00035	12696	11980	|FASYN-ELONG-PWY|	bad_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	NA
3-OXOACYL-ACP-REDUCT-RXN	3-oxoacyl-[ACP] reductase	1.1.1.100		UniRef50_A0A7U9XBH3	60.494	5.17e-73	238	99	scaffold00003	175057	174329	|FASYN-ELONG-PWY|	good_blast	NA	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
3-OXOACYL-ACP-REDUCT-RXN	3-oxoacyl-[ACP] reductase	1.1.1.100		UniRef50_A0A6H1P632	46.667	4.16e-63	210	97	scaffold00003	175048	174329	|FASYN-ELONG-PWY|	good_blast	NA	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
3-OXOACYL-ACP-SYNTH-RXN	beta-ketoacyl-ACP synthase	2.3.1.179/2.3.1.41		UniRef50_A0A523SHU8	49.756	9.31e-123	391	88	scaffold00003	174142	172916	|FASYN-ELONG-PWY|	good_blast	NA	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
3-OXOACYL-ACP-SYNTH-RXN	beta-ketoacyl-ACP synthase	2.3.1.179/2.3.1.41		UniRef50_A0A7J4U9K9	39.379	2.02e-87	288	99	scaffold00003	174136	172916	|FASYN-ELONG-PWY|	good_blast	NA	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
PHOSACETYLTRANS-RXN	phosphate acetyltransferase	2.3.1.8		UniRef90_P38503	50.769	7.04e-96	308	97	scaffold00007	43060	44034	|FERMENTATION-PWY|	good_blast	NA	rxn00173 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1		UniRef90_P38502	54.774	5.76e-137	430	97	scaffold00007	44187	45380	|FERMENTATION-PWY|	good_blast	NA	rxn00225 	NA	0	1
PYRUVFORMLY-RXN	pyruvate formate-lyase	2.3.1.54	NA									|FERMENTATION-PWY|	no_blast	NA	rxn00157 rxn04794 	Subunit 1	0	1
PYRUVFORMLY-RXN	pyruvate formate-lyase	2.3.1.54		UniRef50_Q5HKH9	64.113	0.0	983	99	scaffold00005	43321	45552	|FERMENTATION-PWY|	good_blast	NA	rxn00157 rxn04794 	Subunit undefined	0	1
ACETALD-DEHYDROG-RXN	acetaldehyde dehydrogenase	1.2.1.10		UniRef50_A0A832Z215	45.296	0.0	763	99	scaffold00020	25610	23040	|FERMENTATION-PWY|	good_blast	NA	rxn00171 rxn00869 	NA	0	1
ALCOHOL-DEHYDROG-RXN	ethanol dehydrogenase	1.1.1.1	NA	UniRef90_A0A0S1X9S7	33.251	3.56e-59	204	100	scaffold00024	26305	25106	|FERMENTATION-PWY|	bad_blast	NA	rxn00543 rxn00763 rxn01530 rxn01710 rxn01902 rxn02996 rxn03282 rxn03333 rxn03548 rxn03549 rxn03955 rxn04726 rxn04736 rxn04908 rxn05871 rxn05872 rxn06889 rxn07236 rxn07237 rxn10770 rxn11809 rxn11834 rxn11838 rxn12191 rxn14054 rxn14089 rxn19086 rxn21117 rxn21217 rxn22912 rxn23384 rxn24075 rxn24079 rxn24352 rxn24383 rxn24405 rxn27699 rxn28139 rxn28352 rxn28353 rxn28356 rxn28357 rxn31731 rxn38315 rxn38417 rxn38667 	NA	1	NA
PEPDEPHOS-RXN	pyruvate kinase	2.7.1.40		UniRef90_Q57572	39.348	3.07e-85	282	96	scaffold00005	58180	59544	|FERMENTATION-PWY|	good_blast	NA	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775 	NA	0	1
DLACTDEHYDROGNAD-RXN	D-lactate dehydrogenase	1.1.1.28	NA	UniRef50_I7KDQ5	27.562	1.39e-23	99.8	79	scaffold00001	216297	215515	|FERMENTATION-PWY|	bad_blast	NA	rxn00500 	NA	0	NA
FUMHYDR-RXN	fumarase	4.2.1.2		UniRef90_P39461	39.152	6.40e-83	275	91	scaffold00027	32311	31115	|FERMENTATION-PWY|	good_blast	NA	rxn00799 rxn33856 	NA	0	1
PEPCARBOX-RXN	phosphoenolpyruvate carboxylase	4.1.1.31	NA									|FERMENTATION-PWY|	no_blast	NA	rxn00251 rxn20508 rxn32421 	NA	0	NA
FHLMULTI-RXN	formate hydrogenlyase complex		NA									|FERMENTATION-PWY|	no_blast	NA	 	Subunit 1	0	NA
FHLMULTI-RXN	formate hydrogenlyase complex		NA									|FERMENTATION-PWY|	no_blast	NA	 	Subunit undefined	0	NA
R601-RXN	fumarate reductase	1.3.5.4	NA	UniRef50_V6E0Q9	27.069	1.90e-25	107	80	scaffold00009	46445	45129	|FERMENTATION-PWY|	bad_blast	NA	rxn08527 rxn08528 rxn10619 rxn13706 rxn13707 rxn16332 rxn20745 	NA	0	NA
CITSYN-RXN	citrate synthase	2.3.3.16/2.3.3.1/4.1.3.7	NA									|FERMENTATION-PWY|	no_blast	NA	rxn00256 rxn19316 rxn33853 	NA	0	NA
ACONITATEDEHYDR-RXN	citrate hydro-lyase	4.2.1.3/4.2.1.4		UniRef50_A0A6M1ZLV3	50.769	1.14e-81	264	100	scaffold00037	25749	26528	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit 1	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase	4.2.1.3/4.2.1.4	NA									|FERMENTATION-PWY|	no_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit 2	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase	4.2.1.3/4.2.1.4		UniRef50_A0A0N8NT94	45.327	2.51e-172	542	99	scaffold00037	25758	27680	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase	4.2.1.3/4.2.1.4		UniRef50_A0A0C2DN40	41.104	7.25e-154	489	99	scaffold00037	25758	27689	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase	4.2.1.3/4.2.1.4		UniRef50_A0A0S8EHV6	48.649	4.15e-137	433	99	scaffold00037	26253	27683	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase	4.2.1.3/4.2.1.4		UniRef50_A0A0S8JJ17	51.429	8.00e-104	330	99	scaffold00037	25749	26693	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase	4.2.1.3/4.2.1.4		UniRef50_A0A0J0UTY4	29.802	2.35e-66	237	92	scaffold00037	25698	27542	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase	4.2.1.3/4.2.1.4		UniRef50_A0A0N8NT94	27.397	1.11e-58	211	98	scaffold00012	18332	20461	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase	4.2.1.3/4.2.1.4		UniRef50_A0A0C2DN40	27.666	3.32e-55	201	99	scaffold00012	3367	5418	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4		UniRef50_A0A6M1ZLV3	50.769	1.14e-81	264	100	scaffold00037	25749	26528	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit 1	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4	NA									|FERMENTATION-PWY|	no_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit 2	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4		UniRef50_A0A0N8NT94	45.327	2.51e-172	542	99	scaffold00037	25758	27680	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4		UniRef50_A0A0C2DN40	41.104	7.25e-154	489	99	scaffold00037	25758	27689	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4		UniRef50_A0A0S8EHV6	48.649	4.15e-137	433	99	scaffold00037	26253	27683	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4		UniRef50_A0A0S8JJ17	51.429	8.00e-104	330	99	scaffold00037	25749	26693	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4		UniRef50_A0A0J0UTY4	29.802	2.35e-66	237	92	scaffold00037	25698	27542	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4		UniRef50_A0A0N8NT94	27.397	1.11e-58	211	98	scaffold00012	18332	20461	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4		UniRef50_A0A0C2DN40	27.666	3.32e-55	201	99	scaffold00012	3367	5418	|FERMENTATION-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ISOCITDEH-RXN	isocitrate dehydrogenase	1.1.1.42		UniRef90_O29610	34.635	1.59e-57	201	93	scaffold00012	6403	7395	|FERMENTATION-PWY|	good_blast	NA	rxn00198 rxn00199 rxn01387 rxn05794 rxn15022 rxn15023 rxn15278 rxn15279 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37	NA									|FERMENTATION-PWY|	no_blast	NA	rxn00248 	NA	0	NA
SULFFEOXIDO-RXN	sulfur:ferric ion oxidoreductase		NA									|FESULFOX-PWY|	no_seq_data	NA	 	NA	0	NA
FESO3OXI-RXN	sulfite:ferric ion oxidoreductase		NA									|FESULFOX-PWY|	no_seq_data	NA	 	NA	0	NA
SULFUR-DIOXYGENASE-RXN	Sulfur dioxygenase		NA									|FESULFOX-PWY|	spontaneous	NA	 	NA	0	NA
FLUORENE-OXYGENASE-RXN	fluorene monooxygenase		NA									|FLUORENE-DEG-9-ONE-PWY|	no_seq_data	NA	 	NA	0	NA
9-FLUORENOL-DEHYDROGENASE-RXN	9-fluorenol dehydrogenase	1.1.1.256	NA									|FLUORENE-DEG-9-ONE-PWY|	no_seq_data	NA	rxn03651 rxn03652 rxn19019 rxn35681 rxn35682 	NA	0	NA
RXN-2501	RXN-2501		NA									|FLUORENE-DEG-9-ONE-PWY|	no_seq_data	NA	 	NA	0	NA
RXN-2502	1,10-dihydro-1,10-dihydroxyfluoren-9-one dehydrogenase		NA									|FLUORENE-DEG-9-ONE-PWY|	no_seq_data	NA	 	NA	0	NA
RXN-2505	RXN-2505		NA									|FLUORENE-DEG-9-ONE-PWY|	no_seq_data	NA	 	NA	0	NA
RXN-2506	RXN-2506		NA									|FLUORENE-DEG-9-ONE-PWY|	no_seq_data	NA	 	NA	0	NA
RXN-7282	2-oxopent-4-enoate tautomerase	5.3.2.M1	NA									|FLUORENE-DEG-9-ONE-PWY|	spontaneous	NA	 	NA	0	NA
RXN-19492	tautomerase		NA	UniRef50_A0A7J3I3L9	24.444	0.098	28.9	76	scaffold00017	55396	55644	|FLUORENE-DEG-9-ONE-PWY|	bad_blast	NA	 	NA	0	NA
FORMALDEHYDE-DEHYDROGENASE-RXN	formaldehyde dehydrogenase	1.2.1.46	NA	UniRef50_A0A381Y798	27.139	1.92e-32	125	94	scaffold00008	6459	5458	|FORMASS-PWY|	bad_blast	NA	rxn00429 	NA	0	NA
FUCPALDOL-RXN	L-fuculose-phosphate aldolase	4.1.2.17	NA	UniRef90_Q6LY06	32.164	6.24e-18	77.8	84	scaffold00012	47537	48049	|FUCCAT-PWY|	bad_blast	NA	rxn01620 	NA	0	NA
FUCULOKIN-RXN	L-fuculokinase	2.7.1.51	NA	UniRef50_A0A7C4DUG6	24.792	3.92e-32	128	92	scaffold00022	8786	10183	|FUCCAT-PWY|	bad_blast	NA	rxn02319 	NA	0	NA
FUCISOM-RXN	L-fucose isomerase	5.3.1.25	NA									|FUCCAT-PWY|	no_blast	NA	rxn02263 rxn19738 	NA	0	NA
